name2	chrom	f10.AMYGDALA_CTRL_1	f10.AMYGDALA_CTRL_2	f10.AMYGDALA_FEAR_1	f10.AMYGDALA_FEAR_2	f10.CORTEX_CTRL_1	f10.CORTEX_CTRL_2	f10.CORTEX_FEAR_1	f10.CORTEX_FEAR_2	f10.AMYGDALA_ERRB4_KO_1	f10.AMYGDALA_ERRB4_KO_2	f10.AMYGDALA_ERRB4_KO_3	f10.AMYGDALA_ERRB4_WT_1	f10.AMYGDALA_ERRB4_WT_2	f10.CORTEX_ERRB4_KO_1	f10.CORTEX_ERRB4_KO_2	f10.CORTEX_ERRB4_KO_3	f10.CORTEX_ERRB4_WT_1	f10.CORTEX_ERRB4_WT_2
Aox4	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aox2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bzw1	chr1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1
Clk1	chr1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
Ppil3	chr1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Nif3l1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc2	chr1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Fam126b	chr1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1
Ndufb3	chr1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1
Gm20257	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Als2cr12	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cflar	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp8	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trak2	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stradb	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Als2cr11	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem237	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mpp4	chr1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Als2	chr1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Cdk15	chr1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fzd7	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm973	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumo1	chr1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Nop58	chr1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1
Snord70	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord11	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmpr2	chr1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Fam117b	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ica1l	chr1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0
Wdr12	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Carf	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Nbeal1	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cyp20a1	chr1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Abi2	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Raph1	chr1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Cd28	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctla4	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icos	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9530026F06Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pard3b	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrp2	chr1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4930487H11Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
Ino80d	chr1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Ino80dos	chr1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Ndufs1	chr1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Eef1b2	chr1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Snora41	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdbf2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam23	chr1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1
Dytn	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1b	chr1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1
Fastkd2	chr1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1
4933402D24Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13749	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6899	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf7	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Creb1	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mettl21a	chr1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
2810408I11Rik	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ccnyl1	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fzd5	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhm3	chr1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0
Akr1cl	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryge	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygd	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygc	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygb	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryga	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D630023F18Rik	chr1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Idh1	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pikfyve	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pth2r	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygf	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2	chr1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
Unc80	chr1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1
Rpe	chr1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Kansl1l	chr1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Acadl	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lancl1	chr1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Cps1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb4	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag16	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwc2l	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Bard1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
Abca12	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atic	chr1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1
Fn1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol7d	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8883	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933417E11Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mreg	chr1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1
Pecr	chr1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Tmem169	chr1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Xrcc5	chr1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
March4	chr1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1
Smarcal1	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ankar	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37a	chr1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Igfbp2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp5	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnp1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027A15Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D530049I02Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pinc	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6351	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030407O03Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tns1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rufy4	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1928	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc2	chr1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Gpbar1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aamp	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pnkd	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Tmbim1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catip	chr1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Slc11a1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctdsp1	chr1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mir26b	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vil1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp37	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Rqcd1	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Plcd4	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp142	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bcs1l	chr1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Rnf25	chr1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Stk36	chr1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Ttll4	chr1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
Cyp27a1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkag3	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt6	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt10a	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk5r2	chr1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0
Fev	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryba2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir375	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc108	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ihh	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhej1	chr1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0
Slc23a3	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnppd1	chr1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0
Fam134a	chr1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0
Zfand2b	chr1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1
Abcb6	chr1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0
Atg9a	chr1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Ankzf1	chr1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Glb1l	chr1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Stk16	chr1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Tuba4a	chr1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0
A630095N17Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb2	chr1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Ptprn	chr1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Resp18	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnpep	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Des	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15179	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speg	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmppa	chr1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Asic4	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chpf	chr1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0
Tmem198	chr1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0
Obsl1	chr1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Inha	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk11ip	chr1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Slc4a3	chr1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Gm17751	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6343	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Mir6352	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha4	chr1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Pax3	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgpp2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Farsb	chr1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Mogat1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsl3	chr1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Utp14b	chr1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Kcne4	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scg2	chr1	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1
Ap1s3	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy1	chr1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Mrpl44	chr1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Serpine2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam124b	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cul3	chr1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1700016L21Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock10	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Nyap2	chr1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1
Mir6344	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irs1	chr1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Rhbdd1	chr1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Col4a4	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col4a3	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mff	chr1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Tm4sf20	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agfg1	chr1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Slc19a3	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Krtap28-13	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl20	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Daw1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphkap	chr1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1
Mir6353	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pid1	chr1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Mir5126	chr1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0
Dner	chr1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0
Trip12	chr1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1
Fbxo36	chr1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1
Slc16a14	chr1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1
A530032D15Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7609	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C130026I21Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sp110	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sp140	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sp100	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A630001G21Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir8096	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9930111H07Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cab39	chr1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	1	1
Itm2c	chr1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1
4933407L21Rik	chr1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
Gpr55	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata3	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810459M11Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd1	chr1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
Htr2b	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armc9	chr1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
B3gnt7	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora75	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24148	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord82	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C130036L24Rik	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Nmur1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019O17Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptma	chr1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Pde6d	chr1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Cops7b	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nppc	chr1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0
Dis3l2	chr1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
Alppl2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpi	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akp3	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecel1	chr1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Prss56	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnd	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrng	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4e2	chr1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0
Efhd1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gigyf2	chr1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1
Kcnj13	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110079O15Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngef	chr1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
Neu2	chr1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
Inpp5d	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg16l1	chr1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Scarna6	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sag	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgkd	chr1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Usp40	chr1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Ugt1a10	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a9	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a7c	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6b	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6a	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a5	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb3	chr1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0
Ugt1a1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mroh2a	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430706D22Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730008H23Rik	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Hjurp	chr1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Trpm8	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spp2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glrp1	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19589	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl4c	chr1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Platr5	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp4	chr1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1
C030007H22Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agap1	chr1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0
4933400F21Rik	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbx2	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asb18	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqca	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ackr3	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cops8	chr1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1
Col6a3	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlph	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prlh	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab17	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	chr1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
