name2	chrom	tss_samples	tss1k_samples	gene1k_samples
Kif14	chr1	0	0	59
Zfp281	chr1	181	187	187
Gm19705	chr1	19	37	114
Platr22	chr1	4	44	83
Nr5a2	chr1	0	5	75
Mir181a-1	chr1	0	0	0
Mir181b-1	chr1	0	0	0
Ptprc	chr1	87	90	130
Atp6v1g3	chr1	0	0	78
Nek7	chr1	139	176	180
Gm5833	chr1	3	3	18
Lhx9	chr1	3	53	85
2310009B15Rik	chr1	170	177	177
Dennd1b	chr1	122	158	171
4930596I21Rik	chr1	0	1	1
Crb1	chr1	29	38	127
4933436E23Rik	chr1	37	46	46
Zbtb41	chr1	160	180	180
Aspm	chr1	189	190	190
F13b	chr1	0	0	6
Cfhr1	chr1	0	0	2
Gm4788	chr1	0	0	1
Cfhr2	chr1	0	0	1
Cfh	chr1	23	23	25
Kcnt2	chr1	3	23	51
4930590L20Rik	chr1	0	0	7
B3galt2	chr1	70	79	104
Cdc73	chr1	181	186	188
Glrx2	chr1	173	176	176
Trove2	chr1	183	191	191
Uchl5	chr1	187	191	191
Rgs2	chr1	186	191	191
Rgs13	chr1	0	10	58
Rgs1	chr1	94	95	97
Rgs21	chr1	0	0	15
Rgs18	chr1	102	104	105
Brinp3	chr1	12	28	92
Pla2g4a	chr1	102	108	120
Mir7652	chr1	0	0	25
Ptgs2os	chr1	73	78	83
Ptgs2	chr1	76	78	78
Ptgs2os2	chr1	73	81	81
Pdc	chr1	0	0	8
2310030A07Rik	chr1	0	0	23
Tpr	chr1	172	193	193
BC003331	chr1	190	193	193
Prg4	chr1	0	13	26
Hmcn1	chr1	48	71	142
C730036E19Rik	chr1	0	0	10
Ivns1abp	chr1	177	186	186
Swt1	chr1	190	192	192
Trmt1l	chr1	189	192	192
Mir7682	chr1	0	0	0
Rnf2	chr1	163	176	176
Fam129a	chr1	80	94	154
Edem3	chr1	185	193	193
1700025G04Rik	chr1	124	131	154
Tsen15	chr1	153	158	158
Colgalt2	chr1	42	61	126
Rgl1	chr1	103	116	166
Apobec4	chr1	4	17	17
Arpc5	chr1	163	173	173
Ncf2	chr1	2	2	126
Smg7	chr1	99	161	162
Nmnat2	chr1	5	12	127
Lamc2	chr1	1	45	94
Lamc1	chr1	127	163	166
E330020D12Rik	chr1	53	90	93
Shcbp1l	chr1	101	110	121
Dhx9	chr1	147	150	151
Npl	chr1	85	92	110
Rgs8	chr1	13	16	63
C230024C17Rik	chr1	0	0	57
Rgs16	chr1	74	81	84
Rnasel	chr1	114	122	128
Rgsl1	chr1	0	0	83
Teddm2	chr1	0	0	0
Teddm1b	chr1	0	0	0
Teddm1a	chr1	0	0	0
Mir8114	chr1	184	188	188
Glul	chr1	184	188	188
Zfp648	chr1	0	0	18
4930532M18Rik	chr1	0	0	26
4930452N14Rik	chr1	14	18	19
Cacna1e	chr1	0	20	92
Ier5	chr1	166	169	170
Mr1	chr1	103	110	125
Stx6	chr1	176	178	179
Xpr1	chr1	162	172	173
Gm5532	chr1	0	2	4
Acbd6	chr1	117	128	137
Lhx4	chr1	11	39	70
Qsox1	chr1	147	155	172
Cep350	chr1	155	185	185
Tor1aip1	chr1	151	178	178
Tor1aip2	chr1	171	182	182
Fam163a	chr1	15	28	99
Tdrd5	chr1	39	41	76
Nphs2	chr1	10	20	21
Soat1	chr1	160	161	169
Abl2	chr1	164	172	177
Tor3a	chr1	124	139	159
Fam20b	chr1	131	170	170
Angptl1	chr1	0	0	54
Ralgps2	chr1	108	148	166
Tex35	chr1	0	0	96
2810025M15Rik	chr1	128	173	173
Rasal2	chr1	171	173	175
BC026585	chr1	109	114	118
Sec16b	chr1	4	5	142
Brinp2	chr1	73	74	90
Astn1	chr1	5	17	102
Mir488	chr1	0	0	0
Pappa2	chr1	0	0	88
Rfwd2	chr1	166	179	179
Scarna3a	chr1	0	1	1
Mir1843b	chr1	0	1	1
Tnr	chr1	25	39	171
4930523C07Rik	chr1	123	137	144
4930562F07Rik	chr1	0	0	0
Tnn	chr1	0	0	36
Mrps14	chr1	186	193	193
Cacybp	chr1	188	192	192
Mir1927	chr1	0	1	1
Rabgap1l	chr1	157	177	186
Gpr52	chr1	0	1	1
Rc3h1	chr1	174	179	179
Serpinc1	chr1	0	0	27
Zbtb37	chr1	3	181	181
Gas5	chr1	175	182	182
Snord47	chr1	0	0	0
Dars2	chr1	177	188	188
Cenpl	chr1	186	188	188
Klhl20	chr1	164	170	170
Ankrd45	chr1	28	32	145
4930469G21Rik	chr1	0	3	36
Prdx6	chr1	154	162	163
Tnfsf4	chr1	20	65	78
Tnfsf18	chr1	4	14	41
Fasl	chr1	33	34	37
Suco	chr1	175	192	192
4930558K02Rik	chr1	173	180	181
Pigc	chr1	175	180	180
2810442N19Rik	chr1	2	85	88
Dnm3os	chr1	7	16	20
Mir199a-2	chr1	2	17	17
Mir214	chr1	0	0	0
Dnm3	chr1	122	131	184
Mettl13	chr1	118	183	183
Vamp4	chr1	149	188	188
Myoc	chr1	0	3	27
7420461P10Rik	chr1	0	0	5
Prrc2c	chr1	173	177	178
Fmo4	chr1	0	0	44
Fmo1	chr1	0	4	50
Fmo2	chr1	3	9	48
Fmo6	chr1	0	0	3
Fmo3	chr1	0	0	3
Mroh9	chr1	0	0	12
Prrx1	chr1	0	6	64
Gorab	chr1	180	187	187
Mettl11b	chr1	9	16	19
Kifap3	chr1	192	192	192
Scyl3	chr1	147	155	155
BC055324	chr1	163	174	176
Mettl18	chr1	166	174	174
Sele	chr1	1	1	32
Sell	chr1	39	58	82
Selp	chr1	13	15	150
F5	chr1	23	42	135
Gm16548	chr1	5	48	63
Slc19a2	chr1	168	188	188
Ccdc181	chr1	169	176	176
Blzf1	chr1	189	190	190
Nme7	chr1	189	190	190
Atp1b1	chr1	154	162	174
Dpt	chr1	0	2	82
Gm20743	chr1	3	6	36
Xcl1	chr1	17	27	36
4930568G15Rik	chr1	63	64	99
Tbx19	chr1	0	5	104
Sft2d2	chr1	159	168	170
Tiprl	chr1	187	187	187
Gpr161	chr1	3	23	99
Dcaf6	chr1	169	192	192
Mpc2	chr1	191	192	192
Adcy10	chr1	3	15	50
Mpzl1	chr1	184	186	186
Rcsd1	chr1	64	75	127
Creg1	chr1	170	173	173
Cd247	chr1	32	34	146
Pou2f1	chr1	160	185	185
Dusp27	chr1	1	2	76
Gpa33	chr1	2	4	135
Mael	chr1	2	4	48
Ildr2	chr1	21	27	71
Tada1	chr1	157	170	170
Pogk	chr1	153	162	162
Gm4846	chr1	0	0	2
Gm4847	chr1	0	0	25
Fmo9	chr1	0	0	0
Gm16701	chr1	0	63	65
Fam78b	chr1	25	82	121
Uck2	chr1	148	158	176
Mir6347	chr1	1	39	39
Tmco1	chr1	168	172	172
Aldh9a1	chr1	177	179	179
Mgst3	chr1	139	173	175
Lrrc52	chr1	10	33	60
Rxrg	chr1	36	45	86
Lmx1a	chr1	0	6	53
Pbx1	chr1	71	187	189
Mir6348	chr1	0	0	0
Mir6354	chr1	0	0	0
Nuf2	chr1	166	173	173
Rgs5	chr1	2	3	14
Rgs4	chr1	10	11	11
Ccdc190	chr1	0	0	16
Hsd17b7	chr1	188	190	190
3110045C21Rik	chr1	188	190	190
Ddr2	chr1	0	0	51
Uap1	chr1	176	186	187
Uhmk1	chr1	151	153	153
Sh2d1b2	chr1	0	2	17
Sh2d1b1	chr1	52	55	63
Gm7694	chr1	0	9	12
1700015E13Rik	chr1	0	0	0
Nos1ap	chr1	121	133	164
Olfml2b	chr1	126	126	131
Atf6	chr1	118	141	162
Dusp12	chr1	139	154	154
Fcrlb	chr1	2	31	62
Fcrla	chr1	10	13	53
Fcgr2b	chr1	37	38	57
Fcgr4	chr1	15	45	46
Fcgr3	chr1	45	71	75
Mir6546	chr1	59	62	62
Cfap126	chr1	0	0	103
Sdhc	chr1	158	163	165
Mpz	chr1	152	163	163
Pcp4l1	chr1	52	60	92
Nr1i3	chr1	0	0	0
Apoa2	chr1	0	184	184
Tomm40l	chr1	181	183	184
Fcer1g	chr1	58	58	71
Ndufs2	chr1	169	178	178
Adamts4	chr1	6	6	45
B4galt3	chr1	146	156	156
Ppox	chr1	186	187	187
Usp21	chr1	149	151	187
Ufc1	chr1	82	116	156
Dedd	chr1	163	182	182
Nit1	chr1	145	152	152
Pfdn2	chr1	141	152	153
Klhdc9	chr1	119	134	135
Pvrl4	chr1	30	42	136
Arhgap30	chr1	102	103	159
Usf1	chr1	157	166	170
Tstd1	chr1	1	20	20
F11r	chr1	126	134	148
Alyref2	chr1	144	170	170
Itln1	chr1	0	0	10
Cd244	chr1	56	58	118
Ly9	chr1	72	73	77
Mir7683	chr1	0	10	10
Slamf7	chr1	4	4	109
Cd48	chr1	60	85	96
Slamf1	chr1	23	23	63
Cd84	chr1	3	65	97
Slamf6	chr1	29	42	83
Vangl2	chr1	93	106	127
Nhlh1	chr1	1	1	3
Copa	chr1	146	171	171
Ncstn	chr1	168	171	172
Pex19	chr1	141	147	150
Dcaf8	chr1	174	177	177
Pea15a	chr1	92	113	117
Casq1	chr1	0	3	145
Atp1a4	chr1	0	0	63
Atp1a2	chr1	2	3	90
Igsf8	chr1	124	163	163
Kcnj9	chr1	1	1	104
Kcnj10	chr1	106	115	136
Pigm	chr1	183	187	187
Slamf9	chr1	59	59	59
Igsf9	chr1	141	160	174
Tagln2	chr1	82	132	141
Cfap45	chr1	96	103	160
4933439K11Rik	chr1	139	142	149
Vsig8	chr1	2	3	136
Slamf8	chr1	27	28	32
Fcrl6	chr1	14	14	14
Dusp23	chr1	176	183	183
Crp	chr1	0	2	2
Apcs	chr1	0	1	1
Olfr16	chr1	0	0	0
Olfr1408	chr1	0	0	0
Olfr1406	chr1	0	0	0
Olfr218	chr1	0	0	0
Olfr1404	chr1	0	2	2
Fcer1a	chr1	1	2	3
Olfr418	chr1	0	0	0
Mptx2	chr1	0	0	0
Ackr1	chr1	28	28	28
Cadm3	chr1	10	29	114
Aim2	chr1	93	93	118
BC094916	chr1	23	24	34
Pydc4	chr1	48	52	52
Pyhin1	chr1	78	80	88
Pydc3	chr1	52	61	77
AI607873	chr1	39	43	49
Ifi204	chr1	65	82	82
Mndal	chr1	50	77	92
Mnda	chr1	60	61	76
Ifi203	chr1	68	82	82
Ifi202b	chr1	6	8	51
Ifi205	chr1	19	21	23
Olfr433	chr1	0	99	99
Olfr432	chr1	0	7	13
Olfr430	chr1	0	1	3
Olfr429	chr1	0	1	1
Olfr426	chr1	0	3	3
Olfr427	chr1	0	3	3
Olfr231	chr1	0	1	1
Olfr424	chr1	0	0	0
Olfr421-ps1	chr1	0	0	0
Olfr420	chr1	11	25	25
Spta1	chr1	31	36	54
Olfr419	chr1	1	1	1
Mptx1	chr1	0	0	0
Olfr417	chr1	0	1	1
Olfr248	chr1	0	0	0
Olfr414	chr1	0	0	0
Olfr220	chr1	0	0	0
Fmn2	chr1	74	80	112
Grem2	chr1	22	34	42
Rgs7	chr1	60	84	114
Fh1	chr1	192	193	193
Kmo	chr1	33	68	95
Chml	chr1	0	0	0
Opn3	chr1	178	192	192
Wdr64	chr1	0	0	59
Exo1	chr1	170	178	178
Becn2	chr1	0	0	0
Pld5	chr1	36	46	104
Mir350	chr1	0	0	0
Cep170	chr1	2	3	106
Sdccag8	chr1	185	193	193
Hmga2-ps1	chr1	50	83	90
Akt3	chr1	21	21	131
Zbtb18	chr1	0	0	8
2310043L19Rik	chr1	1	31	44
1700016C15Rik	chr1	1	30	74
Adss	chr1	182	193	193
Gm16432	chr1	0	0	0
Desi2	chr1	188	190	190
Cox20	chr1	143	172	172
Hnrnpu	chr1	137	145	159
Efcab2	chr1	130	180	181
Kif26b	chr1	10	26	150
Smyd3	chr1	143	146	182
Tfb2m	chr1	183	189	189
Cnst	chr1	170	189	189
Sccpdh	chr1	141	147	147
Ahctf1	chr1	148	190	190
Cdc42bpa	chr1	1	117	133
Adck3	chr1	185	187	187
Psen2	chr1	157	168	171
Itpkb	chr1	90	94	179
Gm5069	chr1	91	94	99
6330403A02Rik	chr1	14	50	107
Parp1	chr1	149	149	152
Mir6904	chr1	0	47	47
Lin9	chr1	97	135	137
Mixl1	chr1	2	20	20
Acbd3	chr1	141	146	146
H3f3a	chr1	154	162	162
Sde2	chr1	133	173	173
Lefty2	chr1	0	0	0
Pycr2	chr1	153	157	157
Lefty1	chr1	0	1	75
Tmem63a	chr1	98	115	144
Ephx1	chr1	120	132	136
9130409I23Rik	chr1	2	2	4
Nvl	chr1	143	154	154
Cnih4	chr1	134	136	136
Wdr26	chr1	131	140	141
Cnih3	chr1	33	44	119
Ccdc121	chr1	0	0	0
Lbr	chr1	175	178	178
Enah	chr1	34	49	104
Srp9	chr1	164	168	168
Vmn1r1	chr1	0	0	0
Degs1	chr1	148	156	157
1700047M11Rik	chr1	0	0	14
Fbxo28	chr1	133	140	140
Trp53bp2	chr1	163	182	182
Capn2	chr1	112	126	172
Capn8	chr1	0	2	43
Ccdc185	chr1	0	2	3
Susd4	chr1	4	74	94
Tlr5	chr1	17	50	122
1700056E22Rik	chr1	158	190	190
Dusp10	chr1	183	190	190
1700112H15Rik	chr1	0	0	66
4930488B22Rik	chr1	1	10	17
Hlx	chr1	51	118	122
Marc1	chr1	0	0	103
Mir1981	chr1	0	7	7
Marc2	chr1	165	171	173
C130074G19Rik	chr1	36	39	40
Mark1	chr1	5	9	102
Rab3gap2	chr1	159	166	178
Snora36b	chr1	0	0	0
Mir664	chr1	0	0	0
Mir194-1	chr1	0	0	0
Mir215	chr1	0	0	0
Iars2	chr1	134	151	151
Bpnt1	chr1	140	141	142
Eprs	chr1	172	178	178
9630028B13Rik	chr1	1	1	20
Slc30a10	chr1	39	58	58
Gm2061	chr1	8	58	58
5033404E19Rik	chr1	0	0	0
Lyplal1	chr1	128	147	147
A730004F24Rik	chr1	0	0	50
Tgfb2	chr1	4	75	102
Rrp15	chr1	153	161	162
D1Pas1	chr1	5	7	7
1700007P06Rik	chr1	0	0	0
Spata17	chr1	163	166	171
Gpatch2	chr1	163	166	172
Esrrg	chr1	17	21	90
9330162B11Rik	chr1	0	1	2
Ush2a	chr1	0	0	96
Kctd3	chr1	136	142	151
Kcnk2	chr1	13	26	51
Cenpf	chr1	176	191	191
Ptpn14	chr1	27	36	155
Smyd2	chr1	134	144	152
Prox1	chr1	35	41	73
Rps6kc1	chr1	139	154	164
Angel2	chr1	155	170	170
Vash2	chr1	116	126	126
A230020J21Rik	chr1	3	191	191
Mfsd7b	chr1	188	191	191
Spata45	chr1	0	4	5
Tatdn3	chr1	127	137	137
Nsl1	chr1	129	137	140
Batf3	chr1	32	71	77
Fam71a	chr1	0	1	1
Atf3	chr1	144	153	153
Nenf	chr1	118	131	153
Tmem206	chr1	163	168	168
Ppp2r5a	chr1	158	189	189
Dtl	chr1	166	182	182
Ints7	chr1	171	182	182
Lpgat1	chr1	111	120	133
Nek2	chr1	165	169	169
Slc30a1	chr1	159	169	169
1700034H15Rik	chr1	74	168	171
Rd3	chr1	15	16	24
Mir3473c	chr1	0	41	41
Traf5	chr1	142	147	152
Gm10516	chr1	128	160	167
Rcor3	chr1	119	150	166
Kcnh1	chr1	79	83	121
Hhat	chr1	55	118	162
1700065J18Rik	chr1	2	26	26
Sertad4	chr1	9	30	45
Gm15867	chr1	4	19	31
Syt14	chr1	94	118	132
Diexf	chr1	124	135	139
Irf6	chr1	108	112	155
A130010J15Rik	chr1	176	176	176
Traf3ip3	chr1	96	96	127
Hsd11b1	chr1	103	109	111
G0s2	chr1	53	93	93
Lamb3	chr1	4	19	137
Camk1g	chr1	8	11	80
Mir205	chr1	0	3	3
4930503O07Rik	chr1	0	63	63
Plxna2	chr1	122	129	156
Mir3962	chr1	1	7	7
Cd34	chr1	47	56	135
Gm16897	chr1	116	168	174
A330023F24Rik	chr1	3	72	122
Mir29b-2	chr1	0	10	11
Mir29c	chr1	5	9	9
Cd46	chr1	144	149	151
Cr1l	chr1	147	177	177
Cr2	chr1	108	111	113
Fam171a1	chr2	99	109	132
Nmt2	chr2	166	193	193
Rpp38	chr2	186	189	189
Acbd7	chr2	104	109	109
Olah	chr2	1	1	40
Meig1	chr2	0	23	168
Dclre1c	chr2	176	177	177
Suv39h2	chr2	171	179	179
Hspa14	chr2	193	193	193
Cdnf	chr2	191	193	193
Fam107b	chr2	160	165	177
1700080N15Rik	chr2	0	0	4
Frmd4a	chr2	131	145	169
Prpf18	chr2	137	140	144
Bend7	chr2	18	51	90
Sephs1	chr2	75	135	139
Phyh	chr2	147	150	151
Ucma	chr2	0	0	2
Mcm10	chr2	181	183	183
Optn	chr2	141	159	162
Ccdc3	chr2	4	10	30
Camk1d	chr2	152	166	192
Cdc123	chr2	120	166	168
Nudt5	chr2	149	166	166
Sec61a2	chr2	179	181	181
Dhtkd1	chr2	108	114	128
Upf2	chr2	141	179	180
Proser2	chr2	73	79	95
Gm10857	chr2	0	0	1
A230108P19Rik	chr2	24	26	173
Echdc3	chr2	116	149	155
Usp6nl	chr2	137	147	173
Celf2	chr2	54	112	173
5031426D15Rik	chr2	0	0	7
1700061F12Rik	chr2	0	0	5
Gata3	chr2	55	149	149
4930412O13Rik	chr2	0	4	10
9230102O04Rik	chr2	70	74	74
Taf3	chr2	173	176	180
Atp5c1	chr2	184	186	186
Kin	chr2	182	186	186
Itih2	chr2	0	0	78
Itih5	chr2	100	102	125
Sfmbt2	chr2	40	66	95
Mir466m	chr2	0	0	0
Mir669f	chr2	0	0	0
Mir669e	chr2	0	0	0
Mir669b	chr2	0	0	0
Mir669d	chr2	0	0	0
Mir669l	chr2	0	0	0
Mir669d-2	chr2	0	0	0
Mir297a-2	chr2	0	0	0
Mir466o	chr2	0	0	0
Mir467c	chr2	0	0	0
Mir466b-4	chr2	0	0	0
Mir466b-6	chr2	0	0	0
Mir466b-5	chr2	0	0	0
Mir466b-7	chr2	0	0	0
Mir466b-1	chr2	0	0	0
Mir669a-3	chr2	0	0	0
Mir669k	chr2	0	0	0
Mir467a-2	chr2	0	0	0
Mir467a-4	chr2	0	0	0
Mir467a-5	chr2	0	0	0
Mir467a-7	chr2	0	0	0
Mir467a-8	chr2	0	0	0
Mir467a-9	chr2	0	0	0
Mir467a-1	chr2	0	0	0
Mir466b-8	chr2	0	0	0
Mir466e	chr2	0	0	0
Mir669a-2	chr2	0	0	0
Mir669a-1	chr2	0	0	0
Mir669a-10	chr2	0	0	0
Mir669a-11	chr2	0	0	0
Mir669a-12	chr2	0	0	0
Mir669a-4	chr2	0	0	0
Mir669a-5	chr2	0	0	0
Mir669a-6	chr2	0	0	0
Mir669a-7	chr2	0	0	0
Mir669a-8	chr2	0	0	0
Mir669a-9	chr2	0	0	0
Mir669g	chr2	0	0	0
Mir669j	chr2	0	0	0
Mir467b	chr2	0	0	0
Gm25285	chr2	0	0	0
Mir466c-2	chr2	0	0	0
Mir466c-1	chr2	0	0	0
Mir467a-10	chr2	0	0	0
Mir467a-3	chr2	0	0	0
Mir467a-6	chr2	0	0	0
Mir669p-1	chr2	0	0	0
Mir669p-2	chr2	0	0	0
Mir466b-2	chr2	0	0	0
Mir466b-3	chr2	0	0	0
Mir466p	chr2	0	0	0
Mir467d	chr2	0	0	0
Mir466	chr2	0	0	0
Mir669c	chr2	0	0	0
Mir297b	chr2	0	0	0
Mir669m-2	chr2	0	0	0
Mir669m-1	chr2	0	0	0
Mir466n	chr2	0	0	0
Mir669o	chr2	0	0	0
Mir466g	chr2	0	0	0
Mir297a-3	chr2	0	0	0
Mir297c	chr2	0	0	0
Mir466l	chr2	0	0	0
Mir669i	chr2	0	0	0
Mir669h	chr2	0	0	0
Prkcq	chr2	77	87	154
Gm13293	chr2	42	60	60
8030442B05Rik	chr2	4	32	138
Pfkfb3	chr2	145	172	187
Rbm17	chr2	174	176	177
Il2ra	chr2	49	52	136
Il15ra	chr2	109	122	129
Fbxo18	chr2	186	191	191
Ankrd16	chr2	180	191	191
E030013I19Rik	chr2	1	160	160
Itga8	chr2	153	160	163
Fam188a	chr2	157	165	165
Pter	chr2	155	156	156
C1ql3	chr2	25	47	47
Rsu1	chr2	190	191	191
Cubn	chr2	0	4	155
Trdmt1	chr2	163	173	174
Vim	chr2	93	135	137
St8sia6	chr2	68	80	132
Hacd1	chr2	113	150	161
Stamos	chr2	163	181	181
Stam	chr2	158	181	182
Tmem236	chr2	0	0	68
Mrc1	chr2	0	8	150
Mir511	chr2	0	2	4
Slc39a12	chr2	0	0	36
Cacnb2	chr2	70	90	155
Gm13315	chr2	0	11	13
Nsun6	chr2	178	192	192
Arl5b	chr2	179	190	190
Malrd1	chr2	0	0	59
Plxdc2	chr2	60	83	105
4930515L03Rik	chr2	0	0	4
Mir6419	chr2	0	0	0
Nebl	chr2	96	111	161
H2afb1	chr2	0	0	0
Gm17762	chr2	3	171	172
A930004D18Rik	chr2	0	0	172
Skida1	chr2	1	127	128
Mllt10	chr2	167	174	186
Mir7655	chr2	72	174	174
Dnajc1	chr2	186	189	189
Commd3	chr2	136	161	168
Bmi1	chr2	74	130	137
Spag6l	chr2	9	26	43
Gm3363	chr2	0	0	27
Carlr	chr2	0	11	80
Pip4k2a	chr2	164	170	175
4930426L09Rik	chr2	159	170	171
Armc3	chr2	61	78	159
4930447M23Rik	chr2	24	110	112
Msrb2	chr2	109	144	150
Ptf1a	chr2	2	4	4
Ptf1aos	chr2	0	2	4
4921504E06Rik	chr2	67	146	148
Gm3230	chr2	164	183	183
Otud1	chr2	107	183	183
Etl4	chr2	6	14	86
Arhgap21	chr2	0	75	159
Gm13375	chr2	68	188	188
Enkur	chr2	103	191	191
Thnsl1	chr2	186	191	191
Gpr158	chr2	39	43	61
Myo3a	chr2	1	1	153
Gad2	chr2	22	29	36
Mir3967	chr2	0	0	0
Apbb1ip	chr2	110	117	130
Pdss1	chr2	182	185	185
Abi1	chr2	168	180	181
Acbd5	chr2	176	181	181
Mastl	chr2	190	190	190
Yme1l1	chr2	145	190	190
4931423N10Rik	chr2	10	12	22
Nxph2	chr2	0	1	1
Spopl	chr2	138	150	154
Hnmt	chr2	0	32	48
Tbpl2	chr2	0	0	0
Il1f8	chr2	0	0	0
Il1f9	chr2	3	4	10
Il1f6	chr2	0	5	5
Il1f5	chr2	1	1	1
Il1f10	chr2	2	2	6
Il1rn	chr2	41	48	50
Psd4	chr2	76	109	124
Pax8	chr2	0	0	32
Cacna1b	chr2	66	84	120
Ehmt1	chr2	133	143	146
Arrdc1	chr2	163	174	175
Zmynd19	chr2	140	158	158
Dph7	chr2	123	127	127
Mrpl41	chr2	177	181	181
Pnpla7	chr2	115	181	181
Nsmf	chr2	133	141	141
Mir7664	chr2	0	0	0
Entpd8	chr2	0	1	3
Noxa1	chr2	25	35	36
Nrarp	chr2	126	140	140
Tor4a	chr2	96	106	125
Nelfb	chr2	126	137	137
4933433C11Rik	chr2	0	0	115
Fam166a	chr2	0	0	0
Tubb4b	chr2	179	188	188
Slc34a3	chr2	0	9	101
Rnf224	chr2	0	7	18
Cysrt1	chr2	0	61	61
Rnf208	chr2	0	15	15
Ndor1	chr2	116	120	121
Tmem203	chr2	116	120	120
Tprn	chr2	177	180	180
Ssna1	chr2	149	153	153
Anapc2	chr2	146	153	153
Tmem210	chr2	0	7	11
Lrrc26	chr2	3	4	4
Grin1os	chr2	0	0	30
Grin1	chr2	23	32	82
AA543186	chr2	156	159	159
Man1b1	chr2	151	159	159
Dpp7	chr2	70	82	82
Uap1l1	chr2	111	119	122
Sapcd2	chr2	97	145	145
Entpd2	chr2	17	28	33
Npdc1	chr2	9	35	35
Fut7	chr2	38	62	78
Abca2	chr2	116	123	124
Mir3087	chr2	0	0	0
Clic3	chr2	0	1	1
BC029214	chr2	157	161	161
Ptgds	chr2	12	17	69
Lcn12	chr2	0	0	0
C8g	chr2	26	127	127
Fbxw5	chr2	124	127	127
Traf2	chr2	173	178	178
Edf1	chr2	144	155	155
Mamdc4	chr2	0	0	2
Phpt1	chr2	170	172	172
Gm996	chr2	0	6	172
Rabl6	chr2	106	116	117
Ccdc183	chr2	0	0	116
Tmem141	chr2	84	94	102
Fcna	chr2	6	8	8
Lcn8	chr2	0	2	2
Lcn5	chr2	1	1	4
Lcn6	chr2	0	0	0
Lcn10	chr2	0	0	0
Obp2a	chr2	0	0	0
Bmyc	chr2	91	104	104
Obp2b	chr2	0	0	0
Lcn3	chr2	0	0	0
Lcn11	chr2	0	0	3
Gm13539	chr2	1	6	6
Glt6d1	chr2	0	0	2
Lcn9	chr2	13	15	15
Sohlh1	chr2	0	0	0
Kcnt1	chr2	3	6	59
Camsap1	chr2	166	180	181
Ubac1	chr2	143	146	147
Nacc2	chr2	30	57	98
C330006A16Rik	chr2	148	152	152
Lhx3	chr2	10	17	18
Qsox2	chr2	123	127	131
Ccdc187	chr2	0	0	35
Gpsm1	chr2	80	93	119
Dnlz	chr2	114	117	117
Card9	chr2	1	29	118
Snapc4	chr2	119	123	123
Sdccag3	chr2	117	120	120
Pmpca	chr2	115	120	120
Inpp5e	chr2	139	139	139
Sec16a	chr2	148	179	179
Mir6996	chr2	0	1	1
Notch1	chr2	82	87	130
Gm35978	chr2	83	87	87
Egfl7	chr2	37	64	64
Mir126a	chr2	1	1	1
Mir126b	chr2	0	1	1
Agpat2	chr2	91	102	104
Fam69b	chr2	32	36	39
Snora43	chr2	0	0	0
Snora17	chr2	63	119	119
Snhg7	chr2	115	120	120
Lcn4	chr2	0	0	41
Abo	chr2	0	0	11
Surf6	chr2	137	161	161
Med22	chr2	132	139	139
Rpl7a	chr2	122	139	139
Surf2	chr2	118	127	127
Surf1	chr2	112	127	127
Surf4	chr2	142	154	155
Stkld1	chr2	2	154	161
Rexo4	chr2	125	137	137
Adamts13	chr2	0	36	149
Cacfd1	chr2	144	148	149
Slc2a6	chr2	152	153	153
Tmem8c	chr2	0	22	25
Adamtsl2	chr2	42	44	52
Fam163b	chr2	5	8	57
Dbhos	chr2	0	0	0
Dbh	chr2	0	0	5
Sardh	chr2	16	26	103
Vav2	chr2	0	136	151
Mir7578	chr2	0	0	0
Brd3	chr2	144	154	155
Wdr5	chr2	124	138	138
Rxra	chr2	22	52	145
Col5a1	chr2	6	9	70
Fcnb	chr2	2	2	7
Olfm1	chr2	47	66	78
Ppp1r26	chr2	0	16	16
1700007K13Rik	chr2	38	41	42
Mrps2	chr2	110	111	111
Gbgt1	chr2	3	3	14
Ralgds	chr2	115	129	156
Cel	chr2	0	0	0
Gtf3c5	chr2	102	119	120
Gfi1b	chr2	42	52	67
Tsc1	chr2	121	137	138
1700026L06Rik	chr2	36	68	75
Ak8	chr2	29	58	101
Mir3088	chr2	0	0	0
Gtf3c4	chr2	131	144	144
Ddx31	chr2	135	144	151
Barhl1	chr2	8	17	18
Cfap77	chr2	50	79	103
Ttf1	chr2	134	139	140
Setx	chr2	151	161	161
Ntng2	chr2	0	20	95
6530402F18Rik	chr2	62	74	84
Med27	chr2	117	119	135
Mir133c	chr2	0	0	0
Rapgef1	chr2	86	99	157
Gm13547	chr2	0	3	37
Trub2	chr2	94	107	107
Coq4	chr2	96	107	107
Slc27a4	chr2	143	145	146
Urm1	chr2	147	154	157
Mir219b	chr2	0	0	0
Mir219a-2	chr2	0	0	0
Cercam	chr2	66	131	131
Odf2	chr2	139	152	158
Gle1	chr2	134	134	134
Sptan1	chr2	134	148	149
Mir6997	chr2	0	0	0
Wdr34	chr2	110	116	116
Set	chr2	132	141	141
Pkn3	chr2	0	103	103
Zdhhc12	chr2	143	169	169
Zer1	chr2	127	130	131
Tbc1d13	chr2	130	141	141
Endog	chr2	120	128	128
D2Wsu81e	chr2	144	147	147
Ccbl1	chr2	121	135	141
1700084E18Rik	chr2	150	158	158
Lrrc8a	chr2	141	158	160
Phyhd1	chr2	3	7	86
Dolk	chr2	121	123	123
