name2	chrom	tss_samples	tss1k_samples	gene1k_samples
Kif14	chr1	0	1	75
Zfp281	chr1	186	188	188
Gm19705	chr1	34	48	124
Platr22	chr1	9	50	93
Nr5a2	chr1	2	6	96
Mir181a-1	chr1	1	2	2
Mir181b-1	chr1	1	2	2
Ptprc	chr1	93	93	144
Atp6v1g3	chr1	0	0	89
Nek7	chr1	163	183	187
Gm5833	chr1	4	6	26
Lhx9	chr1	23	88	109
2310009B15Rik	chr1	176	181	181
Dennd1b	chr1	157	178	184
4930596I21Rik	chr1	1	2	2
Crb1	chr1	33	46	148
4933436E23Rik	chr1	55	67	69
Zbtb41	chr1	177	187	187
Aspm	chr1	190	190	190
F13b	chr1	0	0	7
Cfhr1	chr1	0	0	4
Gm4788	chr1	0	1	4
Cfhr2	chr1	0	0	4
Cfh	chr1	24	24	30
Kcnt2	chr1	10	34	82
4930590L20Rik	chr1	0	0	24
B3galt2	chr1	79	89	117
Cdc73	chr1	187	189	190
Glrx2	chr1	184	188	188
Trove2	chr1	189	193	193
Uchl5	chr1	192	193	193
Rgs2	chr1	186	191	191
Rgs13	chr1	0	11	69
Rgs1	chr1	95	97	99
Rgs21	chr1	0	0	17
Rgs18	chr1	104	105	108
Brinp3	chr1	28	49	114
Pla2g4a	chr1	109	113	128
Mir7652	chr1	0	0	30
Ptgs2os	chr1	82	85	93
Ptgs2	chr1	83	85	86
Ptgs2os2	chr1	79	94	94
Pdc	chr1	0	1	11
2310030A07Rik	chr1	0	0	25
Tpr	chr1	187	193	193
BC003331	chr1	193	193	193
Prg4	chr1	0	13	33
Hmcn1	chr1	88	107	158
C730036E19Rik	chr1	0	0	14
Ivns1abp	chr1	190	192	192
Swt1	chr1	191	193	193
Trmt1l	chr1	192	193	193
Mir7682	chr1	0	0	0
Rnf2	chr1	177	189	189
Fam129a	chr1	91	112	174
Edem3	chr1	191	193	193
1700025G04Rik	chr1	147	154	174
Tsen15	chr1	161	167	167
Colgalt2	chr1	48	71	138
Rgl1	chr1	130	134	177
Apobec4	chr1	14	31	31
Arpc5	chr1	180	183	183
Ncf2	chr1	3	4	143
Smg7	chr1	125	180	180
Nmnat2	chr1	9	29	144
Lamc2	chr1	5	61	107
Lamc1	chr1	162	179	180
E330020D12Rik	chr1	60	97	100
Shcbp1l	chr1	119	129	135
Dhx9	chr1	155	160	161
Npl	chr1	106	113	129
Rgs8	chr1	19	24	78
C230024C17Rik	chr1	0	0	69
Rgs16	chr1	97	101	107
Rnasel	chr1	126	134	139
Rgsl1	chr1	0	0	93
Teddm2	chr1	0	0	0
Teddm1b	chr1	0	0	0
Teddm1a	chr1	0	0	0
Mir8114	chr1	190	191	191
Glul	chr1	190	191	191
Zfp648	chr1	0	0	25
4930532M18Rik	chr1	0	0	27
4930452N14Rik	chr1	14	19	21
Cacna1e	chr1	0	41	106
Ier5	chr1	176	178	178
Mr1	chr1	107	119	132
Stx6	chr1	181	183	183
Xpr1	chr1	176	182	182
Gm5532	chr1	0	2	6
Acbd6	chr1	128	143	153
Lhx4	chr1	30	65	101
Qsox1	chr1	161	166	183
Cep350	chr1	176	188	188
Tor1aip1	chr1	164	185	185
Tor1aip2	chr1	186	188	188
Fam163a	chr1	26	40	121
Tdrd5	chr1	58	62	102
Nphs2	chr1	16	28	29
Soat1	chr1	172	174	179
Abl2	chr1	175	182	186
Tor3a	chr1	147	156	176
Fam20b	chr1	161	179	180
Angptl1	chr1	0	0	70
Ralgps2	chr1	152	168	178
Tex35	chr1	0	1	111
2810025M15Rik	chr1	162	185	185
Rasal2	chr1	179	185	185
BC026585	chr1	120	128	135
Sec16b	chr1	6	11	159
Brinp2	chr1	78	79	97
Astn1	chr1	7	24	113
Mir488	chr1	0	0	0
Pappa2	chr1	0	0	103
Rfwd2	chr1	175	182	182
Scarna3a	chr1	0	2	2
Mir1843b	chr1	0	1	1
Tnr	chr1	50	64	184
4930523C07Rik	chr1	140	148	154
4930562F07Rik	chr1	0	1	3
Tnn	chr1	0	0	44
Mrps14	chr1	188	193	193
Cacybp	chr1	192	193	193
Mir1927	chr1	0	3	3
Rabgap1l	chr1	169	186	192
Gpr52	chr1	1	3	3
Rc3h1	chr1	185	187	187
Serpinc1	chr1	0	0	35
Zbtb37	chr1	16	190	190
Gas5	chr1	183	190	190
Snord47	chr1	0	0	0
Dars2	chr1	183	189	189
Cenpl	chr1	189	189	189
Klhl20	chr1	171	176	176
Ankrd45	chr1	36	41	151
4930469G21Rik	chr1	0	5	38
Prdx6	chr1	168	172	173
Tnfsf4	chr1	27	79	91
Tnfsf18	chr1	10	16	46
Fasl	chr1	35	36	42
Suco	chr1	186	193	193
4930558K02Rik	chr1	184	186	187
Pigc	chr1	185	186	186
2810442N19Rik	chr1	14	99	102
Dnm3os	chr1	13	25	28
Mir199a-2	chr1	5	25	25
Mir214	chr1	0	2	2
Dnm3	chr1	136	144	190
Mettl13	chr1	135	187	187
Vamp4	chr1	171	192	192
Myoc	chr1	0	4	39
7420461P10Rik	chr1	0	1	12
Prrc2c	chr1	185	188	188
Fmo4	chr1	0	0	55
Fmo1	chr1	0	6	62
Fmo2	chr1	6	15	65
Fmo6	chr1	0	2	5
Fmo3	chr1	0	1	9
Mroh9	chr1	0	0	17
Prrx1	chr1	0	20	82
Gorab	chr1	186	190	190
Mettl11b	chr1	18	23	30
Kifap3	chr1	192	192	192
Scyl3	chr1	160	170	170
BC055324	chr1	171	181	183
Mettl18	chr1	175	181	181
Sele	chr1	2	3	37
Sell	chr1	49	70	91
Selp	chr1	15	17	158
F5	chr1	36	57	154
Gm16548	chr1	22	62	82
Slc19a2	chr1	186	192	192
Ccdc181	chr1	176	181	181
Blzf1	chr1	190	190	190
Nme7	chr1	190	190	190
Atp1b1	chr1	171	174	183
Dpt	chr1	0	3	94
Gm20743	chr1	6	12	44
Xcl1	chr1	18	27	36
4930568G15Rik	chr1	69	71	104
Tbx19	chr1	0	7	114
Sft2d2	chr1	178	181	181
Tiprl	chr1	192	192	192
Gpr161	chr1	4	31	120
Dcaf6	chr1	179	193	193
Mpc2	chr1	191	193	193
Adcy10	chr1	7	20	66
Mpzl1	chr1	186	187	187
Rcsd1	chr1	81	91	149
Creg1	chr1	182	183	183
Cd247	chr1	34	35	160
Pou2f1	chr1	180	191	191
Dusp27	chr1	3	4	92
Gpa33	chr1	3	8	156
Mael	chr1	3	5	54
Ildr2	chr1	39	43	92
Tada1	chr1	177	182	182
Pogk	chr1	167	172	172
Gm4846	chr1	0	0	6
Gm4847	chr1	0	0	27
Fmo9	chr1	0	0	0
Gm16701	chr1	0	90	93
Fam78b	chr1	63	110	146
Uck2	chr1	163	174	185
Mir6347	chr1	6	63	63
Tmco1	chr1	175	181	181
Aldh9a1	chr1	186	188	188
Mgst3	chr1	165	186	187
Lrrc52	chr1	15	37	69
Rxrg	chr1	49	61	104
Lmx1a	chr1	1	15	71
Pbx1	chr1	101	189	190
Mir6348	chr1	0	0	0
Mir6354	chr1	0	0	0
Nuf2	chr1	170	177	177
Rgs5	chr1	3	5	22
Rgs4	chr1	13	14	14
Ccdc190	chr1	1	3	33
Hsd17b7	chr1	190	192	192
3110045C21Rik	chr1	191	192	192
Ddr2	chr1	0	0	67
Uap1	chr1	186	190	190
Uhmk1	chr1	163	168	168
Sh2d1b2	chr1	0	3	21
Sh2d1b1	chr1	52	55	63
Gm7694	chr1	0	12	15
1700015E13Rik	chr1	0	0	0
Nos1ap	chr1	146	152	170
Olfml2b	chr1	133	136	143
Atf6	chr1	135	158	173
Dusp12	chr1	151	171	171
Fcrlb	chr1	6	31	70
Fcrla	chr1	13	14	60
Fcgr2b	chr1	44	45	66
Fcgr4	chr1	24	50	51
Fcgr3	chr1	48	73	78
Mir6546	chr1	65	70	70
Cfap126	chr1	0	0	114
Sdhc	chr1	171	177	179
Mpz	chr1	168	177	177
Pcp4l1	chr1	64	77	103
Nr1i3	chr1	0	0	0
Apoa2	chr1	5	188	189
Tomm40l	chr1	187	189	189
Fcer1g	chr1	58	61	80
Ndufs2	chr1	177	184	184
Adamts4	chr1	11	11	65
B4galt3	chr1	165	173	173
Ppox	chr1	191	191	191
Usp21	chr1	162	165	191
Ufc1	chr1	101	133	166
Dedd	chr1	174	187	187
Nit1	chr1	165	171	171
Pfdn2	chr1	164	171	172
Klhdc9	chr1	132	150	150
Pvrl4	chr1	34	47	146
Arhgap30	chr1	105	107	170
Usf1	chr1	171	177	181
Tstd1	chr1	2	27	27
F11r	chr1	144	154	162
Alyref2	chr1	170	182	182
Itln1	chr1	0	1	13
Cd244	chr1	62	62	129
Ly9	chr1	77	78	81
Mir7683	chr1	0	13	13
Slamf7	chr1	4	4	114
Cd48	chr1	78	93	102
Slamf1	chr1	29	29	69
Cd84	chr1	9	69	100
Slamf6	chr1	42	55	88
Vangl2	chr1	131	139	154
Nhlh1	chr1	2	3	11
Copa	chr1	158	179	179
Ncstn	chr1	178	179	179
Pex19	chr1	159	163	166
Dcaf8	chr1	181	185	185
Pea15a	chr1	125	142	145
Casq1	chr1	0	5	155
Atp1a4	chr1	0	0	75
Atp1a2	chr1	2	3	99
Igsf8	chr1	149	178	179
Kcnj9	chr1	1	2	128
Kcnj10	chr1	119	128	149
Pigm	chr1	190	191	191
Slamf9	chr1	62	62	62
Igsf9	chr1	149	168	183
Tagln2	chr1	114	157	170
Cfap45	chr1	115	123	173
4933439K11Rik	chr1	146	149	156
Vsig8	chr1	2	3	155
Slamf8	chr1	27	28	37
Fcrl6	chr1	15	15	17
Dusp23	chr1	181	188	188
Crp	chr1	0	2	2
Apcs	chr1	0	1	1
Olfr16	chr1	0	0	0
Olfr1408	chr1	0	1	1
Olfr1406	chr1	0	0	0
Olfr218	chr1	0	0	0
Olfr1404	chr1	0	2	2
Fcer1a	chr1	3	4	5
Olfr418	chr1	0	1	1
Mptx2	chr1	0	0	0
Ackr1	chr1	30	30	30
Cadm3	chr1	22	59	138
Aim2	chr1	95	95	129
BC094916	chr1	26	29	42
Pydc4	chr1	54	57	57
Pyhin1	chr1	82	83	90
Pydc3	chr1	58	64	80
AI607873	chr1	44	50	58
Ifi204	chr1	71	90	90
Mndal	chr1	78	87	105
Mnda	chr1	62	67	82
Ifi203	chr1	84	91	95
Ifi202b	chr1	6	10	62
Ifi205	chr1	22	28	30
Olfr433	chr1	1	100	100
Olfr432	chr1	0	12	20
Olfr430	chr1	0	2	4
Olfr429	chr1	0	1	1
Olfr426	chr1	0	4	4
Olfr427	chr1	0	4	4
Olfr231	chr1	0	4	4
Olfr424	chr1	0	1	1
Olfr421-ps1	chr1	0	0	0
Olfr420	chr1	16	35	35
Spta1	chr1	36	39	63
Olfr419	chr1	1	2	2
Mptx1	chr1	0	0	0
Olfr417	chr1	0	4	4
Olfr248	chr1	0	0	0
Olfr414	chr1	0	0	0
Olfr220	chr1	1	1	1
Fmn2	chr1	85	100	128
Grem2	chr1	36	51	64
Rgs7	chr1	91	107	140
Fh1	chr1	193	193	193
Kmo	chr1	41	81	104
Chml	chr1	0	0	0
Opn3	chr1	186	193	193
Wdr64	chr1	0	5	72
Exo1	chr1	180	184	184
Becn2	chr1	0	0	1
Pld5	chr1	53	60	123
Mir350	chr1	0	0	0
Cep170	chr1	2	3	113
Sdccag8	chr1	192	193	193
Hmga2-ps1	chr1	67	110	115
Akt3	chr1	25	26	145
Zbtb18	chr1	0	0	16
2310043L19Rik	chr1	5	34	58
1700016C15Rik	chr1	4	33	85
Adss	chr1	188	193	193
Gm16432	chr1	0	0	0
Desi2	chr1	191	192	192
Cox20	chr1	162	184	184
Hnrnpu	chr1	149	158	167
Efcab2	chr1	176	188	188
Kif26b	chr1	20	60	166
Smyd3	chr1	159	169	191
Tfb2m	chr1	188	192	192
Cnst	chr1	181	192	192
Sccpdh	chr1	156	160	160
Ahctf1	chr1	156	192	192
Cdc42bpa	chr1	18	139	152
Adck3	chr1	189	190	190
Psen2	chr1	177	181	185
Itpkb	chr1	92	102	185
Gm5069	chr1	93	103	107
6330403A02Rik	chr1	40	75	128
Parp1	chr1	162	162	163
Mir6904	chr1	1	48	48
Lin9	chr1	128	154	159
Mixl1	chr1	11	30	30
Acbd3	chr1	156	163	163
H3f3a	chr1	171	179	179
Sde2	chr1	139	182	182
Lefty2	chr1	0	0	1
Pycr2	chr1	163	168	168
Lefty1	chr1	0	3	83
Tmem63a	chr1	122	136	169
Ephx1	chr1	128	146	151
9130409I23Rik	chr1	5	5	7
Nvl	chr1	167	169	169
Cnih4	chr1	146	149	149
Wdr26	chr1	144	155	155
Cnih3	chr1	60	71	144
Ccdc121	chr1	0	0	0
Lbr	chr1	183	185	186
Enah	chr1	62	78	128
Srp9	chr1	179	182	182
Vmn1r1	chr1	0	0	1
Degs1	chr1	166	175	176
1700047M11Rik	chr1	0	0	17
Fbxo28	chr1	146	154	154
Trp53bp2	chr1	174	186	186
Capn2	chr1	136	142	182
Capn8	chr1	0	6	66
Ccdc185	chr1	0	7	7
Susd4	chr1	26	99	114
Tlr5	chr1	39	68	134
1700056E22Rik	chr1	180	192	192
Dusp10	chr1	185	192	192
1700112H15Rik	chr1	0	0	76
4930488B22Rik	chr1	2	13	31
Hlx	chr1	101	132	136
Marc1	chr1	0	0	117
Mir1981	chr1	1	13	13
Marc2	chr1	175	178	180
C130074G19Rik	chr1	51	59	60
Mark1	chr1	21	28	128
Rab3gap2	chr1	172	177	186
Snora36b	chr1	0	0	0
Mir664	chr1	0	0	0
Mir194-1	chr1	0	0	0
Mir215	chr1	0	0	0
Iars2	chr1	152	165	165
Bpnt1	chr1	148	150	152
Eprs	chr1	184	189	189
9630028B13Rik	chr1	3	3	32
Slc30a10	chr1	51	72	72
Gm2061	chr1	12	72	73
5033404E19Rik	chr1	0	0	0
Lyplal1	chr1	142	161	162
A730004F24Rik	chr1	0	1	55
Tgfb2	chr1	26	98	128
Rrp15	chr1	165	170	170
D1Pas1	chr1	8	8	8
1700007P06Rik	chr1	0	1	1
Spata17	chr1	171	174	177
Gpatch2	chr1	172	174	179
Esrrg	chr1	29	38	120
9330162B11Rik	chr1	0	1	2
Ush2a	chr1	0	1	120
Kctd3	chr1	149	155	166
Kcnk2	chr1	36	44	69
Cenpf	chr1	180	193	193
Ptpn14	chr1	43	51	171
Smyd2	chr1	151	159	169
Prox1	chr1	59	65	95
Rps6kc1	chr1	157	164	177
Angel2	chr1	162	179	179
Vash2	chr1	146	152	153
A230020J21Rik	chr1	12	192	192
Mfsd7b	chr1	190	192	192
Spata45	chr1	0	10	12
Tatdn3	chr1	143	151	152
Nsl1	chr1	148	151	155
Batf3	chr1	68	101	102
Fam71a	chr1	0	2	2
Atf3	chr1	164	172	172
Nenf	chr1	127	143	164
Tmem206	chr1	170	174	176
Ppp2r5a	chr1	166	192	192
Dtl	chr1	180	189	189
Ints7	chr1	185	189	189
Lpgat1	chr1	131	141	157
Nek2	chr1	174	180	180
Slc30a1	chr1	180	184	184
1700034H15Rik	chr1	115	184	186
Rd3	chr1	16	17	42
Mir3473c	chr1	0	52	52
Traf5	chr1	162	169	173
Gm10516	chr1	153	172	177
Rcor3	chr1	144	168	177
Kcnh1	chr1	92	95	137
Hhat	chr1	76	137	177
1700065J18Rik	chr1	9	36	36
Sertad4	chr1	38	65	79
Gm15867	chr1	17	52	64
Syt14	chr1	121	133	143
Diexf	chr1	138	151	157
Irf6	chr1	123	128	167
A130010J15Rik	chr1	182	182	182
Traf3ip3	chr1	98	99	142
Hsd11b1	chr1	106	116	122
G0s2	chr1	91	115	115
Lamb3	chr1	6	29	147
Camk1g	chr1	12	14	94
Mir205	chr1	1	5	5
4930503O07Rik	chr1	5	81	82
Plxna2	chr1	141	146	164
Mir3962	chr1	3	8	8
Cd34	chr1	59	67	146
Gm16897	chr1	142	181	186
A330023F24Rik	chr1	32	84	134
Mir29b-2	chr1	1	18	18
Mir29c	chr1	10	16	16
Cd46	chr1	150	152	154
Cr1l	chr1	159	185	185
Cr2	chr1	117	122	126
Fam171a1	chr2	126	129	152
Nmt2	chr2	185	193	193
Rpp38	chr2	191	193	193
Acbd7	chr2	113	118	118
Olah	chr2	1	2	49
Meig1	chr2	0	24	172
Dclre1c	chr2	182	186	186
Suv39h2	chr2	182	186	186
Hspa14	chr2	193	193	193
Cdnf	chr2	192	193	193
Fam107b	chr2	171	176	185
1700080N15Rik	chr2	0	0	8
Frmd4a	chr2	155	165	182
Prpf18	chr2	149	153	156
Bend7	chr2	63	82	110
Sephs1	chr2	111	159	164
Phyh	chr2	153	160	161
Ucma	chr2	0	0	3
Mcm10	chr2	184	187	187
Optn	chr2	158	170	172
Ccdc3	chr2	11	21	46
Camk1d	chr2	162	176	193
Cdc123	chr2	143	185	186
Nudt5	chr2	164	185	185
Sec61a2	chr2	188	188	188
Dhtkd1	chr2	127	132	149
Upf2	chr2	171	189	190
Proser2	chr2	93	95	107
Gm10857	chr2	0	0	1
A230108P19Rik	chr2	36	41	186
Echdc3	chr2	140	167	171
Usp6nl	chr2	158	167	185
Celf2	chr2	111	138	182
5031426D15Rik	chr2	0	1	11
1700061F12Rik	chr2	0	0	5
Gata3	chr2	66	157	158
4930412O13Rik	chr2	0	6	11
9230102O04Rik	chr2	85	90	90
Taf3	chr2	181	185	187
Atp5c1	chr2	189	190	190
Kin	chr2	185	190	190
Itih2	chr2	0	0	93
Itih5	chr2	110	111	142
Sfmbt2	chr2	47	83	111
Mir466m	chr2	0	0	0
Mir669f	chr2	0	0	0
Mir669e	chr2	0	0	0
Mir669b	chr2	0	0	0
Mir669d	chr2	0	0	0
Mir669l	chr2	0	0	0
Mir669d-2	chr2	0	0	0
Mir297a-2	chr2	0	0	0
Mir466o	chr2	0	0	0
Mir467c	chr2	0	0	0
Mir466b-4	chr2	0	0	0
Mir466b-6	chr2	0	0	0
Mir466b-5	chr2	0	0	0
Mir466b-7	chr2	0	0	0
Mir466b-1	chr2	0	0	0
Mir669a-3	chr2	0	0	0
Mir669k	chr2	0	0	0
Mir467a-2	chr2	0	0	0
Mir467a-4	chr2	0	0	0
Mir467a-5	chr2	0	0	0
Mir467a-7	chr2	0	0	0
Mir467a-8	chr2	0	0	0
Mir467a-9	chr2	0	0	0
Mir467a-1	chr2	0	0	0
Mir466b-8	chr2	0	0	0
Mir466e	chr2	0	0	0
Mir669a-2	chr2	0	0	0
Mir669a-1	chr2	0	0	0
Mir669a-10	chr2	0	0	0
Mir669a-11	chr2	0	0	0
Mir669a-12	chr2	0	0	0
Mir669a-4	chr2	0	0	0
Mir669a-5	chr2	0	0	0
Mir669a-6	chr2	0	0	0
Mir669a-7	chr2	0	0	0
Mir669a-8	chr2	0	0	0
Mir669a-9	chr2	0	0	0
Mir669g	chr2	0	0	0
Mir669j	chr2	0	0	0
Mir467b	chr2	0	0	0
Gm25285	chr2	0	0	0
Mir466c-2	chr2	0	0	0
Mir466c-1	chr2	0	0	0
Mir467a-10	chr2	0	0	0
Mir467a-3	chr2	0	0	0
Mir467a-6	chr2	0	0	0
Mir669p-1	chr2	0	0	0
Mir669p-2	chr2	0	0	0
Mir466b-2	chr2	0	0	0
Mir466b-3	chr2	0	0	0
Mir466p	chr2	0	0	0
Mir467d	chr2	0	0	0
Mir466	chr2	0	0	0
Mir669c	chr2	0	0	0
Mir297b	chr2	0	0	0
Mir669m-2	chr2	0	0	0
Mir669m-1	chr2	0	0	0
Mir466n	chr2	0	0	0
Mir669o	chr2	0	0	0
Mir466g	chr2	0	0	0
Mir297a-3	chr2	0	0	0
Mir297c	chr2	0	0	0
Mir466l	chr2	0	0	0
Mir669i	chr2	0	1	1
Mir669h	chr2	1	1	1
Prkcq	chr2	92	103	158
Gm13293	chr2	46	63	63
8030442B05Rik	chr2	5	39	146
Pfkfb3	chr2	169	182	190
Rbm17	chr2	179	185	185
Il2ra	chr2	53	57	156
Il15ra	chr2	142	149	153
Fbxo18	chr2	191	192	192
Ankrd16	chr2	191	192	192
E030013I19Rik	chr2	17	175	175
Itga8	chr2	173	175	177
Fam188a	chr2	166	174	174
Pter	chr2	163	164	164
C1ql3	chr2	52	74	74
Rsu1	chr2	192	192	192
Cubn	chr2	0	10	165
Trdmt1	chr2	176	183	183
Vim	chr2	135	159	160
St8sia6	chr2	86	94	151
Hacd1	chr2	151	170	178
Stamos	chr2	186	189	189
Stam	chr2	178	189	190
Tmem236	chr2	0	0	78
Mrc1	chr2	3	14	157
Mir511	chr2	0	4	6
Slc39a12	chr2	0	1	48
Cacnb2	chr2	93	113	162
Gm13315	chr2	0	15	17
Nsun6	chr2	188	193	193
Arl5b	chr2	187	191	191
Malrd1	chr2	0	0	74
Plxdc2	chr2	89	94	120
4930515L03Rik	chr2	0	0	9
Mir6419	chr2	0	1	1
Nebl	chr2	119	126	171
H2afb1	chr2	0	0	0
Gm17762	chr2	76	183	183
A930004D18Rik	chr2	1	1	183
Skida1	chr2	21	151	151
Mllt10	chr2	182	185	192
Mir7655	chr2	99	185	185
Dnajc1	chr2	189	190	190
Commd3	chr2	158	173	181
Bmi1	chr2	119	148	153
Spag6l	chr2	27	42	59
Gm3363	chr2	1	1	37
Carlr	chr2	0	32	103
Pip4k2a	chr2	177	178	184
4930426L09Rik	chr2	169	178	178
Armc3	chr2	71	87	163
4930447M23Rik	chr2	35	123	125
Msrb2	chr2	130	163	166
Ptf1a	chr2	5	10	11
Ptf1aos	chr2	0	5	10
4921504E06Rik	chr2	95	155	156
Gm3230	chr2	182	191	191
Otud1	chr2	149	191	191
Etl4	chr2	19	31	104
Arhgap21	chr2	8	117	177
Gm13375	chr2	126	193	193
Enkur	chr2	129	192	192
Thnsl1	chr2	190	192	192
Gpr158	chr2	49	56	79
Myo3a	chr2	1	1	157
Gad2	chr2	34	39	50
Mir3967	chr2	0	0	0
Apbb1ip	chr2	118	121	140
Pdss1	chr2	186	189	189
Abi1	chr2	178	188	188
Acbd5	chr2	188	192	192
Mastl	chr2	192	192	192
Yme1l1	chr2	162	192	192
4931423N10Rik	chr2	14	19	33
Nxph2	chr2	7	10	12
Spopl	chr2	152	162	165
Hnmt	chr2	13	43	58
Tbpl2	chr2	0	0	1
Il1f8	chr2	0	1	1
Il1f9	chr2	3	4	13
Il1f6	chr2	0	6	6
Il1f5	chr2	2	2	2
Il1f10	chr2	2	2	7
Il1rn	chr2	46	54	59
Psd4	chr2	82	112	137
Pax8	chr2	0	3	43
Cacna1b	chr2	89	106	140
Ehmt1	chr2	148	153	157
Arrdc1	chr2	180	187	187
Zmynd19	chr2	154	165	165
Dph7	chr2	131	139	139
Mrpl41	chr2	184	189	189
Pnpla7	chr2	124	189	189
Nsmf	chr2	139	145	145
Mir7664	chr2	0	0	0
Entpd8	chr2	0	1	6
Noxa1	chr2	33	41	44
Nrarp	chr2	149	161	161
Tor4a	chr2	103	117	136
Nelfb	chr2	134	144	144
4933433C11Rik	chr2	0	0	122
Fam166a	chr2	0	0	0
Tubb4b	chr2	185	191	191
Slc34a3	chr2	0	14	112
Rnf224	chr2	0	10	21
Cysrt1	chr2	0	77	77
Rnf208	chr2	0	28	28
Ndor1	chr2	124	129	130
Tmem203	chr2	125	129	129
Tprn	chr2	180	183	183
Ssna1	chr2	158	160	160
Anapc2	chr2	154	160	160
Tmem210	chr2	1	11	20
Lrrc26	chr2	7	9	11
Grin1os	chr2	0	5	44
Grin1	chr2	45	54	106
AA543186	chr2	167	169	169
Man1b1	chr2	163	169	169
Dpp7	chr2	88	105	105
Uap1l1	chr2	128	135	139
Sapcd2	chr2	108	154	154
Entpd2	chr2	27	42	46
Npdc1	chr2	38	60	60
Fut7	chr2	42	72	86
Abca2	chr2	130	137	138
Mir3087	chr2	0	0	0
Clic3	chr2	1	5	5
BC029214	chr2	168	170	170
Ptgds	chr2	20	24	83
Lcn12	chr2	0	0	0
C8g	chr2	38	135	135
Fbxw5	chr2	132	135	135
Traf2	chr2	180	184	184
Edf1	chr2	150	165	165
Mamdc4	chr2	0	0	5
Phpt1	chr2	174	176	176
Gm996	chr2	0	7	176
Rabl6	chr2	131	134	135
Ccdc183	chr2	0	1	134
Tmem141	chr2	104	121	123
Fcna	chr2	10	11	12
Lcn8	chr2	0	2	2
Lcn5	chr2	2	5	10
Lcn6	chr2	0	0	0
Lcn10	chr2	0	0	1
Obp2a	chr2	0	0	0
Bmyc	chr2	111	118	118
Obp2b	chr2	0	0	0
Lcn3	chr2	0	0	0
Lcn11	chr2	0	0	4
Gm13539	chr2	2	11	11
Glt6d1	chr2	0	0	3
Lcn9	chr2	15	18	18
Sohlh1	chr2	0	1	2
Kcnt1	chr2	11	16	78
Camsap1	chr2	175	186	186
Ubac1	chr2	155	159	159
Nacc2	chr2	48	84	119
C330006A16Rik	chr2	160	163	163
Lhx3	chr2	17	25	29
Qsox2	chr2	134	137	145
Ccdc187	chr2	0	0	40
Gpsm1	chr2	101	110	139
Dnlz	chr2	123	129	130
Card9	chr2	2	37	131
Snapc4	chr2	129	132	132
Sdccag3	chr2	124	129	129
Pmpca	chr2	124	129	129
Inpp5e	chr2	147	147	148
Sec16a	chr2	160	184	184
Mir6996	chr2	0	5	5
Notch1	chr2	88	91	145
Gm35978	chr2	88	91	91
Egfl7	chr2	54	83	83
Mir126a	chr2	1	1	1
Mir126b	chr2	0	1	1
Agpat2	chr2	109	116	120
Fam69b	chr2	51	55	56
Snora43	chr2	0	1	1
Snora17	chr2	77	128	128
Snhg7	chr2	126	129	129
Lcn4	chr2	0	0	42
Abo	chr2	0	0	16
Surf6	chr2	149	167	167
Med22	chr2	142	151	151
Rpl7a	chr2	137	151	151
Surf2	chr2	135	141	141
Surf1	chr2	127	141	141
Surf4	chr2	158	166	167
Stkld1	chr2	5	166	171
Rexo4	chr2	145	154	154
Adamts13	chr2	1	41	171
Cacfd1	chr2	166	171	171
Slc2a6	chr2	162	163	163
Tmem8c	chr2	0	22	29
Adamtsl2	chr2	53	58	72
Fam163b	chr2	10	12	61
Dbhos	chr2	0	0	2
Dbh	chr2	0	1	8
Sardh	chr2	25	36	115
Vav2	chr2	32	158	169
Mir7578	chr2	0	0	0
Brd3	chr2	159	168	169
Wdr5	chr2	139	151	151
Rxra	chr2	55	76	155
Col5a1	chr2	20	25	89
Fcnb	chr2	5	5	12
Olfm1	chr2	64	80	92
Ppp1r26	chr2	0	30	31
1700007K13Rik	chr2	47	49	53
Mrps2	chr2	117	117	117
Gbgt1	chr2	4	4	17
Ralgds	chr2	126	140	167
Cel	chr2	0	0	1
Gtf3c5	chr2	114	136	138
Gfi1b	chr2	56	69	83
Tsc1	chr2	140	154	154
1700026L06Rik	chr2	71	94	105
Ak8	chr2	50	89	126
Mir3088	chr2	0	0	0
Gtf3c4	chr2	147	157	157
Ddx31	chr2	150	157	164
Barhl1	chr2	13	25	27
Cfap77	chr2	80	100	127
Ttf1	chr2	147	151	151
Setx	chr2	165	174	174
Ntng2	chr2	0	20	110
6530402F18Rik	chr2	76	93	100
Med27	chr2	127	131	147
Mir133c	chr2	0	0	0
Rapgef1	chr2	97	114	169
Gm13547	chr2	0	3	48
Trub2	chr2	112	123	123
Coq4	chr2	109	123	123
Slc27a4	chr2	151	156	158
Urm1	chr2	158	167	171
Mir219b	chr2	0	0	0
Mir219a-2	chr2	0	0	0
Cercam	chr2	107	141	141
Odf2	chr2	167	173	177
Gle1	chr2	144	145	145
Sptan1	chr2	146	158	158
Mir6997	chr2	0	0	0
Wdr34	chr2	125	132	136
Set	chr2	150	156	156
Pkn3	chr2	2	119	119
Zdhhc12	chr2	153	177	177
Zer1	chr2	142	145	146
Tbc1d13	chr2	145	162	162
Endog	chr2	140	145	145
D2Wsu81e	chr2	156	159	159
Ccbl1	chr2	136	148	152
1700084E18Rik	chr2	167	172	172
Lrrc8a	chr2	161	172	173
Phyhd1	chr2	5	11	97
Dolk	chr2	137	143	143
